# time(ps)   RMSD(Ang)   MSD(Ang^2)
3.460000000000000298e-01 3.185299945431240953e+00 1.014613574236426707e+01
3.470000000000000306e-01 3.083879585808384949e+00 9.510313299765696726e+00
3.480000000000000315e-01 3.057615469229771676e+00 9.349012357673197826e+00
3.490000000000000324e-01 3.083282462902793508e+00 9.506630746043915892e+00
3.500000000000000333e-01 3.109808926879137125e+00 9.670911561697170811e+00
3.510000000000000342e-01 3.245587899792512054e+00 1.053384081527956795e+01
3.519999999999999796e-01 3.227515224243041825e+00 1.041685452272061241e+01
3.529999999999999805e-01 3.234372193062930556e+00 1.046116348325871215e+01
3.539999999999999813e-01 3.278669423114114245e+00 1.074967318606343980e+01
3.549999999999999822e-01 3.260995613935742998e+00 1.063409239410815310e+01
3.559999999999999831e-01 3.229268952314296115e+00 1.042817796638107097e+01
3.569999999999999840e-01 3.299704464091179901e+00 1.088804955034325950e+01
3.579999999999999849e-01 3.228886175113046875e+00 1.042570593183616090e+01
3.589999999999999858e-01 3.236118139135254701e+00 1.047246061044022269e+01
3.599999999999999867e-01 3.228306995442832950e+00 1.042196605682513066e+01
3.609999999999999876e-01 3.174520828460084765e+00 1.007758249032690401e+01
3.619999999999999885e-01 3.203263462862428135e+00 1.026089681250939378e+01
3.629999999999999893e-01 3.098383009734043458e+00 9.599977275008590993e+00
3.639999999999999902e-01 3.146348801591493327e+00 9.899510781276225302e+00
3.649999999999999911e-01 3.055535691052404523e+00 9.336298359295094329e+00
3.659999999999999920e-01 3.072823786717064021e+00 9.442246024214197675e+00
3.669999999999999929e-01 3.054434504882313384e+00 9.329570144615662031e+00
3.679999999999999938e-01 3.025556989309380551e+00 9.153995095558842721e+00
3.689999999999999947e-01 2.944788160766196317e+00 8.671777311788757103e+00
3.699999999999999956e-01 2.849970846760275567e+00 8.122333827383481974e+00
3.709999999999999964e-01 2.747683287891596660e+00 7.549763450558774736e+00
3.719999999999999973e-01 2.679686626515666248e+00 7.180720416326910716e+00
3.729999999999999982e-01 2.589956912408468703e+00 6.707876808132408719e+00
3.739999999999999991e-01 2.585083411834525613e+00 6.682656246142030909e+00
3.750000000000000000e-01 2.613749447255982350e+00 6.831686173030952602e+00
3.760000000000000009e-01 2.641297517300218001e+00 6.976452574896295999e+00
3.770000000000000018e-01 2.633331495052649185e+00 6.934434762836221289e+00
3.780000000000000027e-01 2.552266619790023228e+00 6.514064898494392075e+00
3.790000000000000036e-01 2.557350808724860425e+00 6.540043158885697316e+00
3.800000000000000044e-01 2.516295992995159381e+00 6.331745524363495470e+00
3.810000000000000053e-01 2.496986437646244728e+00 6.234941269789282536e+00
3.820000000000000062e-01 2.487026814312186307e+00 6.185302375107823103e+00
3.830000000000000071e-01 2.451342140623390176e+00 6.009078290396064226e+00
