# time(ps)   RMSD(Ang)   MSD(Ang^2)
3.569999999999999840e-01 2.575837700394954854e+00 6.634939858775968702e+00
3.579999999999999849e-01 2.584905477714872113e+00 6.681736328720350393e+00
3.589999999999999858e-01 2.593225592276289682e+00 6.724818972436713338e+00
3.599999999999999867e-01 2.601775957574544051e+00 6.769238133412934566e+00
3.609999999999999876e-01 2.599664674919025309e+00 6.758256422021842624e+00
3.619999999999999885e-01 2.602460333887918864e+00 6.772799789460017372e+00
3.629999999999999893e-01 2.609356020844877388e+00 6.808738843519411610e+00
3.639999999999999902e-01 2.622130393367037904e+00 6.875567799819176429e+00
3.649999999999999911e-01 2.625588739581912634e+00 6.893716229419336372e+00
3.659999999999999920e-01 2.628264641271311763e+00 6.907775024557016863e+00
3.669999999999999929e-01 2.618690755171391160e+00 6.857541271220110701e+00
3.679999999999999938e-01 2.614988425823942197e+00 6.838164467193180052e+00
3.689999999999999947e-01 2.618524068258860193e+00 6.856668296050931311e+00
3.699999999999999956e-01 2.596209957307555882e+00 6.740306142422902269e+00
3.709999999999999964e-01 2.590242105512322812e+00 6.709354165168910811e+00
3.719999999999999973e-01 2.589023991448708095e+00 6.703045228297000335e+00
3.729999999999999982e-01 2.588686384559364395e+00 6.701297197603032885e+00
3.739999999999999991e-01 2.595830169080711958e+00 6.738334266709596676e+00
3.750000000000000000e-01 2.590039537993774843e+00 6.708304808371005734e+00
3.760000000000000009e-01 2.582810604159547108e+00 6.670910616959004003e+00
3.770000000000000018e-01 2.569393324881504626e+00 6.601782057945632332e+00
3.780000000000000027e-01 2.547642616458125620e+00 6.490482901193605159e+00
3.790000000000000036e-01 2.531630141055301486e+00 6.409151171099686017e+00
3.800000000000000044e-01 2.525285062344138520e+00 6.377064646098439482e+00
3.810000000000000053e-01 2.524434231431404108e+00 6.372768188822664825e+00
3.820000000000000062e-01 2.515764304261317363e+00 6.329070034595429384e+00
3.830000000000000071e-01 2.519167273915030147e+00 6.346203753964485550e+00
3.840000000000000080e-01 2.515519810057406325e+00 6.327839914791249853e+00
